test_indices,y_test,y_pred,risk_scores
5678,0.0,0.0,0.040671306770369176
622,0.0,0.0,0.03961488797536765
3151,1.0,0.0,0.039607230509641156
2150,1.0,0.0,0.03958285148913131
353,0.0,0.0,0.03948678449225137
5353,0.0,0.0,0.03856974395917877
5698,1.0,0.0,0.03845789181449605
3062,0.0,0.0,0.0381531978677215
2191,1.0,0.0,0.037490815210659216
580,1.0,0.0,0.036943433674605265
1367,1.0,0.0,0.03691102076408719
4393,0.0,0.0,0.03652628693144007
917,0.0,0.0,0.03644982607622924
2155,0.0,0.0,0.03628590712535879
3110,1.0,0.0,0.036183945072640125
4738,1.0,0.0,0.03614096545114761
2989,0.0,0.0,0.03567884436357909
4022,0.0,0.0,0.03554179651397627
3949,0.0,0.0,0.035498319841526974
4909,0.0,0.0,0.035305104652158074
5869,0.0,0.0,0.03509616587899733
1081,0.0,0.0,0.03464948406621737
3433,0.0,0.0,0.03458402459874878
5340,0.0,0.0,0.034571836389556056
1735,0.0,0.0,0.03431648765308434
3778,1.0,0.0,0.03388968754510607
1295,0.0,0.0,0.03334807183055167
4982,0.0,0.0,0.03320667920274521
4070,1.0,0.0,0.0331225296755522
1433,0.0,0.0,0.033012168175587976
2473,0.0,0.0,0.03273116864432757
1313,0.0,0.0,0.03260392232328772
1119,1.0,0.0,0.032541855682416986
2818,1.0,0.0,0.0317578955835927
1405,1.0,0.0,0.03159602061055989
1258,1.0,0.0,0.03141098015605695
717,1.0,0.0,0.03139011819929532
899,0.0,0.0,0.031144178900606126
5618,0.0,0.0,0.030417469248604754
5030,1.0,0.0,0.030338603983260336
4658,0.0,0.0,0.030296262549337497
3698,0.0,0.0,0.030176754554931157
2777,0.0,0.0,0.03016322248334254
2738,0.0,0.0,0.03006186293135936
3737,0.0,0.0,0.029815704025721812
4697,0.0,0.0,0.029483490838041155
2375,1.0,0.0,0.02942845062219036
5657,0.0,0.0,0.029167227687776923
3335,1.0,0.0,0.029082461837364838
5355,1.0,0.0,0.029081264987354707
1493,0.0,0.0,0.028953723328454348
4295,1.0,0.0,0.028692730383440227
5255,1.0,0.0,0.028316722416822482
1094,0.0,0.0,0.02813442171283388
4395,1.0,0.0,0.027323761545697947
736,0.0,0.0,0.026815562991154382
2046,1.0,0.0,0.02663032963087581
2014,1.0,0.0,0.026571186278625102
616,0.0,0.0,0.026469373264193973
1320,0.0,0.0,0.026178014222435056
3435,1.0,0.0,0.025636039358790687
664,1.0,0.0,0.02488613681218605
852,0.0,0.0,0.024884089543438407
1494,0.0,0.0,0.024578456779271247
2475,1.0,0.0,0.02401462977415406
1556,0.0,0.0,0.023525334808779167
325,1.0,0.0,0.02329926055394747
1287,1.0,0.0,0.022799093291402783
302,1.0,0.0,0.022789299935811497
1885,0.0,0.0,0.022688900199337426
78,0.0,0.0,0.022278202334440812
2645,0.0,0.0,0.022199651466505942
1719,1.0,0.0,0.02171529632560639
2594,0.0,0.0,0.021352155265334412
3605,0.0,0.0,0.021192907434731855
5825,1.0,0.0,0.02105300133547763
4565,0.0,0.0,0.020222576023719067
231,0.0,0.0,0.020179905432375363
1108,0.0,0.0,0.02016409309656261
3554,0.0,0.0,0.019839703256560166
5525,0.0,0.0,0.01927886007718716
992,1.0,0.0,0.01897584045275312
2301,0.0,0.0,0.018728362923118146
4865,1.0,0.0,0.01860969180456152
575,0.0,0.0,0.01855973314865524
3261,0.0,0.0,0.01843206181239804
4514,0.0,0.0,0.018370553779234088
1832,0.0,0.0,0.018162647115213378
4221,0.0,0.0,0.01814145561586866
5181,0.0,0.0,0.017854838115817208
5469,0.0,0.0,0.017749564408467432
32,0.0,0.0,0.017162866278756267
4509,0.0,0.0,0.017149589964895583
5474,0.0,0.0,0.01702049539858456
1490,0.0,0.0,0.0166707653104022
3549,0.0,0.0,0.016555270179264083
5670,0.0,0.0,0.01653731059324214
4710,0.0,0.0,0.01650771783431683
3750,0.0,0.0,0.016473283616498142
2790,0.0,0.0,0.01643167629975455
3905,1.0,0.0,0.016404356264871828
428,1.0,0.0,0.016088320646820413
2589,0.0,0.0,0.01597978900967778
5792,0.0,0.0,0.015395029102943335
656,0.0,0.0,0.01521923240086432
2172,1.0,0.0,0.015192507992559844
4832,0.0,0.0,0.01510756631538092
1876,0.0,0.0,0.014922516761590813
3132,1.0,0.0,0.014836109998626855
3872,0.0,0.0,0.014819779744243446
448,0.0,0.0,0.014807739101376784
626,0.0,0.0,0.014584524416716788
2912,0.0,0.0,0.014531742389952092
4092,1.0,0.0,0.014497579129373977
2945,1.0,0.0,0.014477270018920586
5052,1.0,0.0,0.014159850722430603
2559,0.0,0.0,0.013642191484462407
2174,0.0,0.0,0.013502763266012323
307,0.0,0.0,0.013490238983953138
2683,0.0,0.0,0.01317604533572089
3134,0.0,0.0,0.013005303923230689
3519,0.0,0.0,0.012696605938464518
4094,0.0,0.0,0.01255586851982867
1369,1.0,0.0,0.012433160649136998
3643,0.0,0.0,0.01233938840917233
5637,0.0,0.0,0.012292514847680389
1039,0.0,0.0,0.012203233802085876
1379,1.0,0.0,0.012194586742479833
5054,0.0,0.0,0.012134533400572415
1654,1.0,0.0,0.012048791478648888
4479,0.0,0.0,0.011739117800933735
4677,0.0,0.0,0.011652313183612898
4603,0.0,0.0,0.01161141037732816
1285,0.0,0.0,0.011500256952890094
5519,0.0,0.0,0.011093880824179649
3717,0.0,0.0,0.011048287932626568
5563,0.0,0.0,0.010990970255816135
4951,0.0,0.0,0.010982778477409963
5439,0.0,0.0,0.010884786801858125
2642,0.0,0.0,0.010869753392826169
3991,0.0,0.0,0.010860116350225943
3031,0.0,0.0,0.010735111483516017
2071,0.0,0.0,0.010606974415849492
2757,0.0,0.0,0.010478497650260406
4559,0.0,0.0,0.010247185612071476
1746,1.0,0.0,0.010158107469513226
722,0.0,0.0,0.009924572840023602
3602,0.0,0.0,0.00960788261540737
3599,0.0,0.0,0.009446477087261656
1230,0.0,0.0,0.009339894642794193
333,0.0,0.0,0.009325969829558745
508,1.0,0.0,0.00900821317305323
1414,0.0,0.0,0.008955251681212268
943,0.0,0.0,0.008944122186990311
1809,0.0,0.0,0.008857252831837316
1985,0.0,0.0,0.008826813265326692
1791,1.0,0.0,0.008784777520388495
1233,1.0,0.0,0.008700250225305316
2639,0.0,0.0,0.008695033484437332
125,0.0,0.0,0.008576206899659385
4562,0.0,0.0,0.008505404820630384
585,0.0,0.0,0.007932994176091692
5372,0.0,0.0,0.007874332416404995
2872,1.0,0.0,0.007784294158600991
312,1.0,0.0,0.007777542505952758
2224,0.0,0.0,0.007751816771443966
3184,0.0,0.0,0.007723396406760135
4144,0.0,0.0,0.007695186753712639
1362,0.0,0.0,0.007692085127689938
2005,1.0,0.0,0.0076836984439316615
5104,0.0,0.0,0.007654752791457094
1472,1.0,0.0,0.007649611323655937
3832,1.0,0.0,0.00763505369347516
5522,0.0,0.0,0.007540455674094555
4792,1.0,0.0,0.007512134288260004
809,0.0,0.0,0.007428236276339292
5752,1.0,0.0,0.007392334073176899
4412,0.0,0.0,0.007197761793390238
96,0.0,0.0,0.006890967371826411
1351,1.0,0.0,0.0068321049313945
2066,0.0,0.0,0.006670396549841623
5748,0.0,0.0,0.006615890009363487
3452,0.0,0.0,0.006568489810167214
3026,0.0,0.0,0.006450651657293233
319,1.0,0.0,0.006450136346562047
1708,1.0,0.0,0.00634362007294997
22,0.0,0.0,0.006310514023931268
1512,1.0,0.0,0.006297932743873624
3986,0.0,0.0,0.006235698408494303
205,0.0,0.0,0.006187306451712903
4788,0.0,0.0,0.006128881434763266
4946,0.0,0.0,0.006026742177057117
2492,0.0,0.0,0.005992182698796979
652,0.0,0.0,0.005943790795773855
1720,0.0,0.0,0.005819212639422218
3828,0.0,0.0,0.00567712688763158
1337,1.0,0.0,0.005635119270571565
1475,0.0,0.0,0.0055666213537587245
1887,0.0,0.0,0.005284598336515089
2939,1.0,0.0,0.005264327388205523
2868,0.0,0.0,0.005257238543033921
3899,1.0,0.0,0.005208074175583728
942,0.0,0.0,0.005155821226749392
4859,1.0,0.0,0.005153716594445002
5819,1.0,0.0,0.005098716557644563
5591,0.0,0.0,0.005081264501906651
4631,0.0,0.0,0.005013240434241218
3671,0.0,0.0,0.004947406708722437
2711,0.0,0.0,0.0048837574632700905
642,1.0,0.0,0.004730918101655631
1700,0.0,0.0,0.0047164691217555735
991,1.0,0.0,0.004598556238590763
763,1.0,0.0,0.004589769376090219
727,0.0,0.0,0.004162747368555452
578,0.0,0.0,0.004008325727940448
2617,0.0,0.0,0.00392740357725368
1217,0.0,0.0,0.003800929464985077
2837,0.0,0.0,0.003705411322056572
3797,0.0,0.0,0.003594990559834566
3577,0.0,0.0,0.003573932725002034
518,1.0,0.0,0.003530480446759528
1396,0.0,0.0,0.003527541508806425
4757,0.0,0.0,0.0034923549726401473
794,1.0,0.0,0.003474847848710956
861,0.0,0.0,0.0034619483368799773
3006,0.0,0.0,0.0034538339642290416
3966,0.0,0.0,0.0033941807067763663
5717,0.0,0.0,0.0033925815204167028
4926,0.0,0.0,0.0033370638687112686
5886,0.0,0.0,0.0032825083929608396
4537,0.0,0.0,0.003244881106276241
1552,0.0,0.0,0.0031812268402169374
4990,1.0,0.0,0.0030863476897491503
4030,1.0,0.0,0.0029844389340005126
5497,0.0,0.0,0.002943571385324095
5710,1.0,0.0,0.0028980675591669435
3070,1.0,0.0,0.0028779754101208232
628,0.0,0.0,0.002817398543683597
2110,1.0,0.0,0.00277377978664105
1844,1.0,0.0,0.002724800114538358
4750,1.0,0.0,0.0025290583773566857
1137,0.0,0.0,0.0025057952488683425
2785,0.0,0.0,0.0024373252486305096
3745,0.0,0.0,0.002421768057587182
4705,0.0,0.0,0.002408111481792883
5665,0.0,0.0,0.0023960182369457614
1430,1.0,0.0,0.0023482207639321704
3790,1.0,0.0,0.0022754893200001925
1036,0.0,0.0,0.0022383907849781864
766,1.0,0.0,0.0021156190536488796
1356,0.0,0.0,0.0020509756285769123
2830,1.0,0.0,0.0020481613102581752
5193,1.0,0.0,0.0020135183965011307
4233,1.0,0.0,0.0019859799555237943
1461,1.0,0.0,0.0019630721002481815
3273,1.0,0.0,0.0019573210718518037
2313,1.0,0.0,0.0019305503531414528
143,1.0,0.0,0.001831943339710561
1306,0.0,0.0,0.0018211782801398951
2344,0.0,0.0,0.0018137521079689624
2794,1.0,0.0,0.0017632597180899717
3304,0.0,0.0,0.0017534428668286278
2354,0.0,0.0,0.001744753290375242
3314,0.0,0.0,0.0017121882777889374
3754,1.0,0.0,0.0016970869600414881
4264,0.0,0.0,0.0016956510612794067
4274,0.0,0.0,0.001679095569822606
2778,0.0,0.0,0.001678835766557968
3738,0.0,0.0,0.001652138853822897
760,0.0,0.0,0.0016505727805042184
5234,0.0,0.0,0.0016486265540468744
5224,0.0,0.0,0.0016398994536272484
4714,1.0,0.0,0.0016348395103662622
4698,0.0,0.0,0.0016276012358235645
5658,0.0,0.0,0.0016050613729078384
5034,0.0,0.0,0.0015807736072969802
4074,0.0,0.0,0.0015795375910621684
2154,0.0,0.0,0.00157942228120802
3114,0.0,0.0,0.0015787559432614148
5674,1.0,0.0,0.001575878668620382
281,1.0,0.0,0.0015369288680096682
2381,1.0,0.0,0.0015285797592260628
1317,1.0,0.0,0.001502653333010428
3341,1.0,0.0,0.0014934921517799995
1489,0.0,0.0,0.0014771306148885722
1553,0.0,0.0,0.0014641167964405094
4301,1.0,0.0,0.0014619325155460884
1543,0.0,0.0,0.0014570211175798278
23,0.0,0.0,0.001434394422698604
5261,1.0,0.0,0.0014301390311959787
136,0.0,0.0,0.0014076150008286367
157,0.0,0.0,0.0013895948987519902
1877,0.0,0.0,0.0013314249375746062
5069,1.0,0.0,0.0013070208274776297
566,0.0,0.0,0.0012525821456844672
1874,0.0,0.0,0.0012504049884686363
963,1.0,0.0,0.0012362397531860661
2814,0.0,0.0,0.0012336318832516587
2371,1.0,0.0,0.0012143805954415747
2568,0.0,0.0,0.0011961371181211696
3774,0.0,0.0,0.0011879049189882302
3528,0.0,0.0,0.0011722578597908487
4109,1.0,0.0,0.0011677021458502668
1675,0.0,0.0,0.001154581240114319
4488,0.0,0.0,0.001149890545602798
4734,0.0,0.0,0.001149246907639813
5694,0.0,0.0,0.0011449144243712611
1358,0.0,0.0,0.0011360344181181898
5448,0.0,0.0,0.0011287500142706489
3331,1.0,0.0,0.001101039331215426
133,1.0,0.0,0.0010976691120455158
2543,0.0,0.0,0.0010837039632537134
3503,0.0,0.0,0.0010756557253060073
5772,1.0,0.0,0.001071951805445639
4463,0.0,0.0,0.001064372637731079
5423,0.0,0.0,0.0010526220148670228
3149,1.0,0.0,0.0010400777959401217
4812,1.0,0.0,0.0010102023982198076
625,0.0,0.0,0.0010091391948821027
4291,1.0,0.0,0.0010007741992364885
138,0.0,0.0,0.0009933190228033789
1498,1.0,0.0,0.0009869382722832592
5350,1.0,0.0,0.0009835100171767413
4390,1.0,0.0,0.0009617224363893419
3852,1.0,0.0,0.0009522706447919209
3430,1.0,0.0,0.0009409565171325573
2189,1.0,0.0,0.0009251688019455502
2470,1.0,0.0,0.0009210695908134037
5251,1.0,0.0,0.000911838179699681
2892,1.0,0.0,0.0008980231236932314
1470,1.0,0.0,0.0008598962429438545
2965,0.0,0.0,0.0008186291409904741
3925,0.0,0.0,0.0008126636363960974
5357,0.0,0.0,0.0008104351059955287
2207,1.0,0.0,0.0008081520844215849
4885,0.0,0.0,0.0008069736796307872
5845,0.0,0.0,0.0008015381766337986
3167,1.0,0.0,0.0007927470204490535
5304,0.0,0.0,0.0007831884176593972
4127,1.0,0.0,0.0007778041130855981
1606,1.0,0.0,0.0007652047554662558
5087,1.0,0.0,0.0007649432598018361
5608,0.0,0.0,0.0007628187932845274
4397,0.0,0.0,0.0007622185300756841
4344,0.0,0.0,0.0007609263437419308
3384,0.0,0.0,0.0007396012491448562
4648,0.0,0.0,0.0007348306633039457
1226,0.0,0.0,0.0007265577895914402
2424,0.0,0.0,0.0007194775326539972
3437,0.0,0.0,0.0007157501340662958
504,0.0,0.0,0.0007127057601172422
3688,0.0,0.0,0.0007080489742555766
2728,0.0,0.0,0.0006824244248129445
402,1.0,0.0,0.0006748154316522114
2477,0.0,0.0,0.0006710969666341724
830,1.0,0.0,0.0006685248100274215
5542,0.0,0.0,0.0006606473009238419
2378,1.0,0.0,0.0006364217954978559
1352,0.0,0.0,0.0006314489884574825
267,0.0,0.0,0.0006290514178588041
3338,1.0,0.0,0.0006169364497633341
5111,0.0,0.0,0.000603244322484105
4298,1.0,0.0,0.0005994281053929235
4151,0.0,0.0,0.0005971694758747739
3191,0.0,0.0,0.0005915359372361189
2231,0.0,0.0,0.0005862652304207948
5258,1.0,0.0,0.0005831770746423071
16,0.0,0.0,0.0005678474978031208
557,0.0,0.0,0.0005561913897831081
228,0.0,0.0,0.000553461782507882
2017,0.0,0.0,0.0005505632227567862
1564,1.0,0.0,0.0005465030754496847
2786,0.0,0.0,0.0005231997164020585
3746,0.0,0.0,0.0005182672964903193
4706,0.0,0.0,0.0005132060870647782
5666,0.0,0.0,0.000507844850034073
4582,0.0,0.0,0.0004919884740783488
398,0.0,0.0,0.0004777988604116791
2609,1.0,0.0,0.0004650501818471576
1656,0.0,0.0,0.0004558302092713476
1952,0.0,0.0,0.00045156928340097974
391,0.0,0.0,0.0004425544770713558
5271,0.0,0.0,0.0004407303731841975
4311,0.0,0.0,0.000432610857316348
5546,0.0,0.0,0.0004253157531541888
3351,0.0,0.0,0.0004236075107488788
2606,1.0,0.0,0.00042160473137602036
1837,0.0,0.0,0.00042056245805959457
3569,1.0,0.0,0.0004200534131176133
5208,0.0,0.0,0.0004151909326939603
2391,0.0,0.0,0.0004148059292456977
162,0.0,0.0,0.0004144731995932747
4248,0.0,0.0,0.0004134954110806701
5742,0.0,0.0,0.0004119297182655595
3288,0.0,0.0,0.0004118551889730334
2328,0.0,0.0,0.00041011349941400444
3566,1.0,0.0,0.0004008992886188123
546,0.0,0.0,0.00039884257864952267
2781,0.0,0.0,0.0003978892069447014
4586,0.0,0.0,0.0003905878400605436
4782,0.0,0.0,0.0003876642089779341
4526,1.0,0.0,0.00038077821757739384
4529,1.0,0.0,0.0003786335974625107
3741,0.0,0.0,0.0003770740071076272
810,1.0,0.0,0.0003756779617761628
3622,0.0,0.0,0.00036539980169087794
3822,0.0,0.0,0.000365069064056403
5486,1.0,0.0,0.000361250721416611
1628,0.0,0.0,0.00036110776676047195
3626,0.0,0.0,0.0003584543410518442
4701,0.0,0.0,0.0003576091790041281
13,0.0,0.0,0.00035713336079038133
1437,0.0,0.0,0.0003550552735384256
592,0.0,0.0,0.0003531599440883133
1394,0.0,0.0,0.00035251290720625904
1853,0.0,0.0,0.0003463838794711811
2862,0.0,0.0,0.00034449811017895975
5489,1.0,0.0,0.00034165632965404107
5661,0.0,0.0,0.00033946522393180675
731,0.0,0.0,0.00033126275584172187
93,1.0,0.0,0.0003308558787895197
2283,1.0,0.0,0.000329377286661852
2666,0.0,0.0,0.00032870147191448176
6,0.0,0.0,0.00032636816636255253
1159,0.0,0.0,0.0003241448798999903
1835,1.0,0.0,0.000317756659656542
400,0.0,0.0,0.00031522295638071246
5322,1.0,0.0,0.0003107442905602856
532,1.0,0.0,0.00030578979176916303
1899,0.0,0.0,0.0003033519260063922
1686,0.0,0.0,0.0002981109973184808
1749,0.0,0.0,0.0002949519447474061
2565,0.0,0.0,0.0002835746234738636
2662,0.0,0.0,0.000270462306739059
3243,1.0,0.0,0.00026570441899678997
2581,0.0,0.0,0.0002644884727572273
4362,1.0,0.0,0.00026408034439639235
3525,0.0,0.0,0.00026344616373911664
609,0.0,0.0,0.0002619525416460425
3541,0.0,0.0,0.00025608937339643593
1667,1.0,0.0,0.0002495363819076805
4501,0.0,0.0,0.0002482806800029615
4485,0.0,0.0,0.00024551940110327807
2230,0.0,0.0,0.000243850357003844
48,0.0,0.0,0.0002434913683593875
5461,0.0,0.0,0.0002409710157408013
356,1.0,0.0,0.00023638321722889457
799,0.0,0.0,0.00023555438390201927
5445,0.0,0.0,0.00022944096300827298
3402,1.0,0.0,0.0002244278568536051
2577,0.0,0.0,0.00021857670135269438
113,0.0,0.0,0.00021833392730980715
3537,0.0,0.0,0.00021605349652506432
4203,1.0,0.0,0.00021403422675989525
4497,0.0,0.0,0.00021322626436185525
5457,0.0,0.0,0.00021010705294028306
1070,0.0,0.0,0.00020545817126313407
5155,1.0,0.0,0.0002017376606264763
3190,0.0,0.0,0.00020127153579291236
5536,0.0,0.0,0.00019974711259124978
4195,1.0,0.0,0.00019940944738385062
2,0.0,0.0,0.0001986730619498593
3235,1.0,0.0,0.00019733510178113173
4993,1.0,0.0,0.00019641831636700482
2275,1.0,0.0,0.00019537319382627224
1002,0.0,0.0,0.00019304530227919994
1635,0.0,0.0,0.00019188339236788087
2442,1.0,0.0,0.00019062761330603984
4033,1.0,0.0,0.00018595142104481298
596,0.0,0.0,0.00018471187633392275
371,0.0,0.0,0.0001832491429947535
496,1.0,0.0,0.00017735313957609205
3073,1.0,0.0,0.00017601768157321016
2605,0.0,0.0,0.00017422410828081745
2217,0.0,0.0,0.00017223609543132648
5163,1.0,0.0,0.00017191504866242343
4576,0.0,0.0,0.0001691840100003072
3565,0.0,0.0,0.00016838165632880416
920,0.0,0.0,0.00016750534721470374
4150,0.0,0.0,0.0001664974737341852
2113,1.0,0.0,0.00016632313708900965
4525,0.0,0.0,0.00016264737406639974
291,0.0,0.0,0.00016104590443928916
2021,0.0,0.0,0.00016004470263923475
5485,0.0,0.0,0.0001572519345367695
3177,0.0,0.0,0.00015705148822673656
1753,0.0,0.0,0.0001567522509645957
2963,0.0,0.0,0.00015583939753787112
3923,0.0,0.0,0.00015474433929094276
4883,0.0,0.0,0.00015379742049570204
5843,0.0,0.0,0.0001529894777863841
5669,0.0,0.0,0.00014661797333121536
4709,0.0,0.0,0.0001456989178533742
1360,0.0,0.0,0.00014539021467417212
3749,0.0,0.0,0.00014503691509196748
2789,0.0,0.0,0.00014469500256376658
4137,0.0,0.0,0.0001434616308898578
3616,0.0,0.0,0.0001434502002292859
1593,0.0,0.0,0.00014253198277046472
738,1.0,0.0,0.00014242282625709352
5110,0.0,0.0,0.00013800726401844745
5211,0.0,0.0,0.00013776636722354665
569,1.0,0.0,0.00013772117916839552
4251,0.0,0.0,0.00013715682851963255
3291,0.0,0.0,0.00013660664993781066
2331,0.0,0.0,0.00013609501477697232
5097,0.0,0.0,0.00013541787133130605
73,1.0,0.0,0.00013392959134800087
832,0.0,0.0,0.00013349040204107003
649,0.0,0.0,0.00013294501123473993
919,0.0,0.0,0.00012972044032968707
2570,0.0,0.0,0.00012411299378801394
1653,0.0,0.0,0.00012184580774781096
2656,0.0,0.0,0.00012175171444578391
5351,0.0,0.0,0.00012042015597093307
3530,0.0,0.0,0.00011834303819326101
5421,0.0,0.0,0.00011804039469253377
4391,0.0,0.0,0.00011409187754221851
1018,0.0,0.0,0.00011316582557012908
4490,0.0,0.0,0.00011298546741913603
2136,0.0,0.0,0.00011237982488328187
1933,1.0,0.0,0.00011153695663293632
275,1.0,0.0,0.00010813571957486751
826,1.0,0.0,0.00010804301924312812
3431,0.0,0.0,0.00010800940237197462
5450,0.0,0.0,0.00010796087411607384
3096,0.0,0.0,0.00010657575942883488
18,0.0,0.0,0.00010650364540328989
2908,0.0,0.0,0.0001044028205855824
3868,0.0,0.0,0.00010401219983132661
4828,0.0,0.0,0.00010368995329565242
5788,0.0,0.0,0.00010339195888997017
2471,0.0,0.0,0.00010217432925773189
4056,0.0,0.0,0.00010144003396277093
2793,1.0,0.0,0.00010141190668620022
4950,1.0,0.0,0.00010136788637414992
4461,0.0,0.0,9.767837364215805e-05
974,0.0,0.0,9.658412201018925e-05
5016,0.0,0.0,9.63978041450791e-05
5056,0.0,0.0,9.629524606569156e-05
3753,1.0,0.0,9.511938369886823e-05
4947,0.0,0.0,9.492100477377871e-05
3990,1.0,0.0,9.405134697931354e-05
3987,0.0,0.0,9.337198242384738e-05
3027,0.0,0.0,9.181104557866655e-05
2067,0.0,0.0,9.024108043946357e-05
1576,0.0,0.0,8.923542159399304e-05
4713,1.0,0.0,8.920439557479342e-05
4096,0.0,0.0,8.799567066416202e-05
3030,1.0,0.0,8.75400323315162e-05
1890,0.0,0.0,8.669472723301679e-05
109,0.0,0.0,8.39552971017072e-05
5673,1.0,0.0,8.369016717170139e-05
1598,0.0,0.0,8.169592406117519e-05
2004,0.0,0.0,8.15096737237266e-05
2070,1.0,0.0,8.146479185295783e-05
3501,0.0,0.0,8.081776074581897e-05
3136,0.0,0.0,8.025415089640946e-05
2716,0.0,0.0,7.954070635219363e-05
2821,0.0,0.0,7.714507223337559e-05
2815,0.0,0.0,7.619099440558556e-05
748,1.0,0.0,7.610143032877219e-05
1938,0.0,0.0,7.424440477786314e-05
3781,0.0,0.0,7.41925436664598e-05
1163,1.0,0.0,7.318012009135739e-05
2176,0.0,0.0,7.317166789126516e-05
709,0.0,0.0,7.288022275996726e-05
392,0.0,0.0,7.261198542524963e-05
4741,0.0,0.0,7.130977959813498e-05
2995,0.0,0.0,7.099754919193748e-05
3676,0.0,0.0,7.028562347239116e-05
3955,0.0,0.0,7.005685972340244e-05
83,0.0,0.0,6.979788145974285e-05
4915,0.0,0.0,6.925917765494807e-05
5875,0.0,0.0,6.859558332775123e-05
5701,0.0,0.0,6.859002547516646e-05
3775,0.0,0.0,6.857611197076109e-05
1250,0.0,0.0,6.687280367485268e-05
2541,0.0,0.0,6.666208262296823e-05
1261,0.0,0.0,6.568674466073921e-05
153,0.0,0.0,6.447547201801794e-05
5501,0.0,0.0,6.435950125257752e-05
4541,0.0,0.0,6.341999936805891e-05
3581,0.0,0.0,6.264074386313107e-05
4636,0.0,0.0,6.211679607752131e-05
2621,0.0,0.0,6.190402294325604e-05
4735,0.0,0.0,6.177085235560336e-05
1766,1.0,0.0,6.0973193593276284e-05
493,1.0,0.0,6.011027429049454e-05
740,0.0,0.0,5.9251717982028966e-05
1945,0.0,0.0,5.887373822649706e-05
5549,0.0,0.0,5.768955840699787e-05
538,0.0,0.0,5.759010977242664e-05
1423,0.0,0.0,5.6590816598670437e-05
2950,0.0,0.0,5.586397396425691e-05
2024,0.0,0.0,5.571867639216307e-05
5695,0.0,0.0,5.564413600747616e-05
5596,0.0,0.0,5.490956628765704e-05
503,0.0,0.0,5.448495505101765e-05
340,1.0,0.0,5.3197383597179926e-05
993,0.0,0.0,5.263274138101386e-05
2332,0.0,0.0,5.175300275097999e-05
1851,0.0,0.0,5.1727694754592325e-05
2202,0.0,0.0,5.142790517395942e-05
3910,0.0,0.0,5.0275818440263575e-05
330,0.0,0.0,5.0133392283471944e-05
3292,0.0,0.0,4.981475390069506e-05
346,0.0,0.0,4.939282625587327e-05
4252,0.0,0.0,4.794600935703754e-05
3162,0.0,0.0,4.7059535008714195e-05
4589,0.0,0.0,4.646256532110569e-05
5212,0.0,0.0,4.615120242930766e-05
4870,0.0,0.0,4.525112823471144e-05
2132,0.0,0.0,4.5069490070956816e-05
1912,0.0,0.0,4.4761473118430854e-05
429,0.0,0.0,4.4563663475519215e-05
561,0.0,0.0,4.435645476977437e-05
3092,0.0,0.0,4.422246184918633e-05
1689,0.0,0.0,4.360288698003331e-05
4052,0.0,0.0,4.3435449362657795e-05
4122,0.0,0.0,4.317174854847771e-05
5012,0.0,0.0,4.2617809654711645e-05
5368,0.0,0.0,4.132756007411871e-05
4408,0.0,0.0,4.1277827606854e-05
3448,0.0,0.0,4.1185529438048476e-05
2488,0.0,0.0,4.1072218503272797e-05
5082,0.0,0.0,4.098588807081634e-05
5830,0.0,0.0,4.0734522634155896e-05
1748,0.0,0.0,3.9291070464841184e-05
66,1.0,0.0,3.9028447187559674e-05
3629,0.0,0.0,3.749267417023421e-05
908,0.0,0.0,3.711067234313097e-05
1620,0.0,0.0,3.665191015663566e-05
197,0.0,0.0,3.5217846477475196e-05
2933,0.0,0.0,3.4695913321872625e-05
5787,1.0,0.0,3.4689028849932384e-05
936,0.0,0.0,3.449649201439109e-05
3893,0.0,0.0,3.388818467970604e-05
116,0.0,0.0,3.3509650495409776e-05
4853,0.0,0.0,3.315175855514712e-05
4827,1.0,0.0,3.26798323344616e-05
5813,0.0,0.0,3.2432523635394035e-05
2059,0.0,0.0,3.2108607515868495e-05
3019,0.0,0.0,3.177494465029306e-05
514,0.0,0.0,3.162316593898931e-05
3979,0.0,0.0,3.1457135861991735e-05
1142,0.0,0.0,3.1172021262413155e-05
4939,0.0,0.0,3.115557459478745e-05
3867,1.0,0.0,3.0799671184430647e-05
2669,0.0,0.0,3.030780946016425e-05
522,0.0,0.0,2.9716115509916896e-05
2907,1.0,0.0,2.903564618559695e-05
875,1.0,0.0,2.8906886087931376e-05
910,1.0,0.0,2.8344406437676942e-05
2170,0.0,0.0,2.8248563905781585e-05
456,0.0,0.0,2.8109719801549008e-05
5324,0.0,0.0,2.7995767692303738e-05
1987,0.0,0.0,2.746992673898812e-05
4364,0.0,0.0,2.7413998414724133e-05
455,1.0,0.0,2.7008488925822093e-05
3404,0.0,0.0,2.6837446226195365e-05
4966,0.0,0.0,2.6718202334155545e-05
2444,0.0,0.0,2.626981573431628e-05
4006,0.0,0.0,2.603779688081494e-05
916,0.0,0.0,2.5663522797430294e-05
2705,0.0,0.0,2.5649818821808932e-05
3130,0.0,0.0,2.5537648410877003e-05
3046,0.0,0.0,2.53670424217579e-05
2086,0.0,0.0,2.4715209913909957e-05
2394,0.0,0.0,2.4515582241362117e-05
3354,0.0,0.0,2.4213403635220635e-05
855,0.0,0.0,2.396465169666177e-05
1243,0.0,0.0,2.3950629673408754e-05
4314,0.0,0.0,2.3929639549749423e-05
